Symbol,Company,Bonus (%),Cash (%),Total (%),Announcement Date,Book Closure Date,Distribution Date,Bonus Listing Date,Fiscal Year
SANIMA,Sanima Bank Limited,15.00,0.79,15.00,,2014-09-28 [Closed],2014-12-31,,2070/2071
CZBIL,Citizens Bank International Limited,13.00,5.95,18.95,,2014-09-14 [Closed],2014-10-18,,2070/2071
UFIL,Unique Finance Limited,11.5,,11.5,,2014-10-26 [Closed],2015-03-14,,2070/2071
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,26.00,12.95,38.95,,2014-12-17 [Closed],2015-02-24,,2070/2071
HAMRO,Hamro Bikas Bank Limited,7.00,20.00,27.00,,2014-10-26 [Closed],2014-11-09,,2070/2071
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,27.39,20.00,47.39,,2014-10-22 [Closed],2014-11-19,,2070/2071
OHL,Oriental Hotel Limited,10.00,,10.00,,2014-09-18 [Closed],2014-11-03,,2070/2071
KMBL,Kamana Bikas Bank Limited,21.00,1.105,22.105,,2014-07-14 [Closed],2015-02-24,,2070/2071
NABB,Nepal Aawas Finance Limited,5.95,0.313,6.263,,2014-11-05 [Closed],2014-12-14,,2070/2071
NIB,Nepal Investment Bank Limited,15.00,25.00,40.00,,2014-10-09 [Closed],2014-10-25,,2070/2071
CHCL,Chilime Hydro power Company Limited,20.00,15.00,35.00,,2014-09-23 [Closed],2014-11-22,,2070/2071
SMBF,Sagarmatha Merchant Banking & Finance Limited,36.00,,36.00,,,2014-11-08,,2070/2071
EFL,Everest Finance Limited,0.00,10.00,10.00,,2014-10-06 [Closed],2014-11-01,,2070/2071
PURBL,Purnima Bikas Bank Limited,23.75,,23.75,,2014-11-27 [Closed],2015-04-02,,2070/2071
MNBBL,Muktinath Bikas Bank Limited,38.00,2.00,40.00,,2014-11-14 [Closed],2015-01-11,,2070/2071
BOK,(Former) Bank of Kathmandu Limited,10.42,0.55,10.97,,2015-02-04 [Closed],2015-03-31,2015-04-12,2070/2071
SBL,Siddhartha Bank Limited,12.00,11.16,23.16,,2014-10-20 [Closed],2014-11-15,,2070/2071
NMBCAP,NMB Capital Limited,0.00,8.418,8.418,,,,,2070/2071
KBL,Kumari Bank Limited,33.00,1.74,34.74,,2014-10-22 [Closed],2015-01-10,,2070/2071
BRTBL,Bright Development Bank Limited,20.00,5.00,25.00,,2014-07-02 [Closed],2014-12-27,,2070/2071
MSBBL,Manaslu Bikas Bank Limited,10.26,,10.26,,2014-10-16 [Closed],2014-11-15,,2070/2071
LBL,Laxmi Bank Limited,20.00,1.05,21.05,,2014-10-27 [Closed],2015-01-19,,2070/2071
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,35.00,10.00,45.00,,2014-11-21 [Closed],2015-01-22,,2070/2071
LUBL,Lumbini Bank Limited,6.00,5.00,11.00,,2014-10-31 [Closed],2014-12-06,,2070/2071
NCCB,Nepal Credit and Commerce Bank Limited,38.00,2.00,40.00,,2015-07-01 [Closed],2015-08-31,,2070/2071
SBBLJ,Sahayogi Vikas Bank Limited,26.00,10.00,36.00,,2014-12-24 [Closed],2015-02-05,,2070/2071
NNFC,Narayani National Finance Company Limited,5.00,20.00,25.00,,2014-12-09 [Closed],2015-01-04,,2070/2071
GBIME,Global IME Bank Limited,21.00,4.00,25.00,,2014-09-26 [Closed],2014-10-26,,2070/2071
MDB,Miteri Development Bank Limited,25.00,1.316,26.316,,2014-12-31 [Closed],2015-02-22,,2070/2071
GABL,Gaumukhee Bikas Bank Limited,8.00,4.00,12.00,,2014-12-18 [Closed],2015-01-31,,2070/2071
TNBL,Tinau Development Bank Limited,15.00,0.79,15.79,,2014-10-31 [Closed],2015-01-04,,2070/2071
PDB,Public Development Bank Limited,10.00,0.6,10.6,,2014-12-12 [Closed],,,2070/2071
ICFC,ICFC Finance Limited,14.00,0.74,14.74,,2014-11-16 [Closed],2014-12-06,,2070/2071
SHINE,Shine Resunga Development Bank Limited,10.00,12.00,22.00,,2014-11-07 [Closed],2014-11-22,,2070/2071
MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,20.00,1.0526,21.0526,,2014-11-23 [Closed],2015-02-10,,2070/2071
NMB,NMB Bank Limited,20.00,1.05,21.05,,2014-11-13 [Closed],2015-01-06,,2070/2071
MBL,Machhapuchchhre Bank Limited,12.00,0.63,12.63,,2014-11-19 [Closed],2015-01-25,2015-06-09,2070/2071
SCB,Standard Chartered Bank Nepal Limited,10.00,41.5,51.5,,2014-10-31 [Closed],2014-12-20,,2070/2071
SIFC,Shree Investment Finance Company Limited,12.00,0.63,12.63,,2014-11-14 [Closed],2014-12-13,,2070/2071
FFCL,Fewa Finance Company Limited,20.00,10.5,30.5,,2014-11-01 [Closed],2014-11-16,,2070/2071
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,35.00,15.00,50.00,,2014-12-02 [Closed],2014-12-23,,2070/2071
BSBL,Bishwa Bikas Bank Limited,16.5,0.87,17.37,,2014-12-23 [Closed],,,2070/2071
SIGS1,Siddhartha Investment Growth Scheme-1,0.00,15.00,15.00,,2014-09-01 [Closed],2014-09-29,,2070/2071
KFL,Kathmandu Finance Limited.,8.00,0.42,8.42,,2014-11-23 [Closed],2014-12-25,,2070/2071
RHPC,Ridi Hydropower Development Company Limited,10.00,0.526,10.526,,2014-10-31 [Closed],2015-01-03,,2070/2071
Civil-Capital,Civil Capital Market Limited,0.00,21.05,21.05,,,,,2070/2071
SUPRME,Supreme Development Bank Limited,5.00,10.00,15.00,,2014-11-10 [Closed],2014-12-07,,2070/2071
EKBL,Ekata Bikash Bank Limited,0.00,11.58,11.58,,2014-10-28 [Closed],2014-11-30,,2070/2071
SETI,Seti Finance Limited,10.00,5.00,15.00,,2014-12-14 [Closed],2015-02-12,,2070/2071
CIVIC,Civic Development Bank Limited,0.00,15.79,15.79,,2014-12-16 [Closed],2015-01-10,,2070/2071
BUDBL,Business Universal Development Bank Limited,11.00,0.58,11.58,,2014-11-04 [Closed],2014-11-24,,2070/2071
HDL,Himalayan Distillery Limited,0.00,10.52,10.52,,2014-11-10 [Closed],2014-12-20,,2070/2071
BGDBL,Bagmati Development Bank Limited,0.00,10.53,10.53,,2014-11-23 [Closed],2014-12-23,,2070/2071
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,40.00,12.63,52.63,,2014-12-10 [Closed],2015-01-04,,2070/2071
METRO,Metro Development Bank Limited,16.00,0.84,16.84,,2014-10-31 [Closed],2015-02-03,,2070/2071
NBB,Nepal Bangladesh Bank Limited,10.00,12.00,22.00,,2014-12-01 [Closed],2014-12-20,,2070/2071
INDB,Innovative Development Bank Limited,17.85,0.95,18.8,,2014-12-10 [Closed],2015-01-31,,2070/2071
HBL,Himalayan Bank Limited,15.00,6.05,21.05,,2014-11-26 [Closed],2014-12-27,,2070/2071
SINDU,Sindhu Bikas Bank Limited,7.5,0.397,7.897,,2015-01-16 [Closed],2015-03-10,,2070/2071
NICA,NIC Asia Bank Limited,15.00,15.00,30.00,,2014-12-15 [Closed],2015-01-12,2015-05-24,2070/2071
PFL,Pokhara Finance Limited,6.00,10.00,16.00,,2014-11-01 [Closed],2014-12-01,,2070/2071
SUBBL,Subhechha Bikas Bank Limited,14.34,11.66,26.00,,2014-12-29 [Closed],2015-01-12,,2070/2071
JEFL,Jebils Finance Limited,10.00,4.74,14.74,,2014-12-17 [Closed],2015-01-11,,2070/2071
CDBL,City Development Bank Limited,22.00,1.15,23.15,,2014-12-18 [Closed],2015-02-14,,2070/2071
GFCL,Goodwill Finance Company Limited,6.28,7.72,14.00,,2014-12-12 [Closed],2015-01-11,,2070/2071
KADBL,Kanchan Development Bank Limited,20.00,1.05,21.05,,2014-12-26 [Closed],2015-01-28,,2070/2071
PRDBL,Professional Diyalo Bikas Bank Limited,10.00,5.00,15.00,,2014-12-10 [Closed],2015-01-10,,2070/2071
KBBL,Kailash Bikas Bank Limited,15.00,10.00,25.00,,2014-11-28 [Closed],2014-12-15,,2070/2071
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,0.00,15.78,15.78,,2014-12-08 [Closed],2015-02-02,,2070/2071
JFL,Janaki Finance Company Limited,70.00,7.00,77.00,,2014-11-17 [Closed],2015-02-03,,2070/2071
RMDC,RMDC Laghubitta Bittiya Sanstha Limited,10.00,21.58,31.58,,2014-12-23 [Closed],2015-02-12,,2070/2071
NGBL,Nilgiri Bikas Bank Limited,20.00,1.05,21.05,,2014-11-11 [Closed],2014-12-06,,2070/2071
NICML,National Investment & Capital Market Limited,0.00,6.00,6.00,,,,,2070/2071
PADBL,Pacific Development Bank Limitied,20.00,1.05,21.05,,2014-12-02 [Closed],2015-01-27,,2070/2071
NBBL,Nagbeli Laghubitta Bikash Bank Limited,39.86,20.00,59.86,,2014-12-31 [Closed],2015-02-23,,2070/2071
PCBL,Prime Commercial Bank Limited,19.00,1.00,20.00,,2014-12-28 [Closed],2015-05-24,,2070/2071
ACEDBL,Ace Development Bank Limited,7.00,0.37,7.37,,2014-12-01 [Closed],2014-12-25,,2070/2071
ACECAP,Ace Capital Limited,0.00,7.55,7.55,,,,,2070/2071
NLG,NLG Insurance Company Limited,15.00,6.05,21.05,,2015-01-01 [Closed],2015-03-08,,2070/2071
SFFIL,Srijana Finance Limited,60.00,3.15,63.15,,2014-12-25 [Closed],2015-03-09,,2070/2071
JHBL,Jhimruk Bikas Bank Limited,16.9,0.84,17.74,,2014-12-27 [Closed],2015-02-24,,2070/2071
BLDBL,Biratlaxmi Bikash Bank Limited,45.00,2.37,47.37,,2014-12-26 [Closed],2015-02-23,,2070/2071
TBBL,Triveni Bikas Bank Limited,10.00,10.75,20.75,,,2014-12-31,,2070/2071
SHL,Soaltee Hotel Limited,40.00,17.89,57.89,,2014-12-14 [Closed],2015-01-22,,2070/2071
CEDBL,Clean Energy Development Bank Limited,10.00,0.526,10.526,,2014-12-28 [Closed],2015-03-29,,2070/2071
KNBL,Kankai Bikas Bank Limited,0.00,10.52,10.52,,2014-12-09 [Closed],2015-01-03,,2070/2071
EDBL,Excel Development Bank Limited,35.00,1.84,36.84,,2014-12-26 [Closed],2015-01-31,,2070/2071
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,46.5,23.5,70.00,,2014-12-24 [Closed],2015-02-17,,2070/2071
SBI,Nepal SBI Bank Limited,15.00,7.00,22.00,,2015-01-01 [Closed],2015-02-21,,2070/2071
LGIL,Lumbini General Insurance Limited,10.53,,10.53,,2015-02-23 [Closed],2015-03-26,,2070/2071
ALDBL,Alpine Development Bank Limited,18.00,0.947,18.947,,2014-12-28 [Closed],2015-02-21,,2070/2071
ARDBL,Araniko Development Bank Limited,5.00,5.00,10.00,,,2015-05-26,,2070/2071
CBL,Civil Bank Limited,7.00,1.5,8.5,,2015-01-06 [Closed],2015-03-05,,2070/2071
KKBL,Kankrebihar Bikas Bank Limited,10.00,,10.00,,2014-12-14 [Closed],2015-02-08,,2070/2071
TDBL,Tourism Development Bank Limited,6.00,8.5,14.5,,2014-12-28 [Closed],2015-01-22,,2070/2071
BPCL,Butwal Power Company Limited,0.00,15.00,15.00,,2014-12-29 [Closed],2015-02-11,,2070/2071
MEGA,Mega Bank Nepal Limited,12.00,0.63,12.63,,2014-12-31 [Closed],2015-04-11,2015-06-15,2070/2071
AIC,Alliance Insurance Company Limited,12.00,0.63,12.63,,2014-12-18 [Closed],2015-02-14,,2070/2071
MIDBL,Mission Development Bank Limited,15.00,,15.00,,2014-12-28 [Closed],2015-02-02,,2070/2071
SICL,Shikhar Insurance Company Limited,20.00,1.05,21.05,,2015-02-20 [Closed],2015-03-12,,2070/2071
CCBL,Century Commercial Bank Limited,6.00,3.47,9.47,,2015-02-11 [Closed],2015-04-11,,2070/2071
HGI,Himalayan General Insurance Company Limited,7.00,3.25,10.25,,2015-03-25 [Closed],2015-06-18,,2070/2071
KEBL,Kabeli Bikas Bank Limited,20.00,,20.00,,2014-12-26 [Closed],2015-02-03,,2070/2071
PBSL,Pathibhara Bikas Bank Limited,23.00,1.21,24.21,,2014-09-30 [Closed],2015-02-12,,2070/2071
OFL,Om Finance Limited,19.5,1.03,20.53,,2014-07-14 [Closed],2015-03-15,,2070/2071
REDBL,Reliable Development Bank Limited,5.00,,5.00,,2015-02-20 [Closed],2015-04-12,,2070/2071
NCMMER,NCM Merchant Banking Limited,0.00,20.00,0.00,,,,,2070/2071
NLO,Nepal Lube Oil Limited,0.00,20.00,20.00,,2014-12-29 [Closed],,,2070/2071
PIC,Premier Insurance Company (Nepal) Limited,14.00,,14.00,,2015-07-02 [Closed],2015-10-03,,2070/2071
MTBL,Matribhumi Bikas Bank Limited,10.00,5.00,15.00,,2015-02-23 [Closed],2015-05-31,,2070/2071
PFC,Paschimanchal Finance Company Limited,12.00,6.94,18.94,,2015-01-12 [Closed],2015-02-17,,2070/2071
SIC,Sagarmatha Insurance Company Limited,15.00,0.79,15.79,,2015-07-01 [Closed],2015-08-05,,2070/2071
MDBL,Malika Bikash Bank Limited,5.00,,5.00,,2015-03-29 [Closed],,,2070/2071
RDBL,Rising Development Bank Limited,10.00,11.05,21.05,,2014-12-28 [Closed],2015-01-13,,2070/2071
SIL,Siddhartha Insurance Limited,10.00,0.52,10.52,,2015-06-17 [Closed],2015-09-07,,2070/2071
WDBL,Western Development Bank Limited,20.00,1.053,21.053,,2015-05-26 [Closed],2015-09-05,,2070/2071
ADBL,Agricultural Development Bank Limited,7.00,8.00,15.00,,2015-04-19 [Closed],2015-07-26,,2070/2071
INDBL,International Development Bank Limited,10.00,10.00,20.00,,2015-03-17 [Closed],2015-04-01,,2070/2071
BNT,Bottlers Nepal (Terai) Limited,0.00,22.00,22.00,,2014-12-28 [Closed],2015-02-15,,2070/2071
NIL,Neco Insurance Limited,12.71,0.67,13.38,,2015-09-17 [Closed],2016-02-04,,2070/2071
NLICL,National Life Insurance Company Limited,30.00,8.00,38.00,,2015-04-24 [Closed],2015-06-20,,2070/2071
STC,Salt Trading Corporation Limited,10.00,10.00,20.00,,2015-03-09 [Closed],2015-06-18,,2070/2071
JBBL,Jyoti Bikash Bank Limited,7.00,,7.00,,2015-04-12 [Closed],2015-07-28,,2070/2071
ALICL,Asian Life Insurance Company Limited,28.5,1.5,30.00,,2015-05-24 [Closed],2015-07-26,,2070/2071
MPFL,Multipurpose Finance Company Limited,12.00,,12.00,,,,,2070/2071
SADBL,Shangrila Development Bank Limited,15.00,6.3,21.3,,2015-03-28 [Closed],2015-04-25,,2070/2071
SHBL,Sahara Bikas Bank Limited,18.00,,18.00,,2015-03-29 [Closed],2015-06-16,,2070/2071
KRBL,Karnali Development Bank Limited,25.00,,25.00,,2015-03-04 [Closed],2015-07-04,,2070/2071
NLIC,Nepal Life Insurance Company Limited,60.00,8.00,68.00,,2015-05-26 [Closed],2015-07-05,,2070/2071
CNDBL,Country Development Bank Limited,4.00,12.00,16.00,,2015-05-28 [Closed],2015-07-11,,2070/2071
LICN,Life Insurance Corporation Nepal Limited,30.00,,30.00,,2015-02-13 [Closed],2015-04-07,,2070/2071
NTC,Nepal Doorsanchar Company Limited,0.00,47.00,47.00,,2015-03-26 [Closed],2015-04-11,,2070/2071
NBBU,Nepal Bitumin & Barrel Udyog Limited,40.00,,40.00,,,,,2070/2071
NICL,Nepal Insurance Company Limited,9.00,0.47,9.47,,2015-10-12 [Closed],2015-12-26,,2070/2071
CIT,Citizen Investment Trust,35.00,6.84,41.84,,2016-02-18 [Closed],2016-08-14,,2070/2071
NABILP,NABIL Bank Limited Promoter Share,20.00,45.00,65.00,,2014-11-13 [Closed],2014-12-02,,2070/2071
NIBPO,Nepal Investment Bank Limited Promoter Share,15.00,25.00,40.00,,2014-10-09 [Closed],2014-10-25,,2070/2071
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,0.00,19.00,19.00,,2013-12-19 [Closed],2014-01-18,,2069/2070
AHPC,Arun Valley Hydropower Development Company Limited,15.00,0.75,15.75,,2013-08-09 [Closed],2013-09-12,,2069/2070
UNL,Unilever Nepal Limited,0.00,760.00,760.00,,2013-09-16 [Closed],2013-10-07,,2069/2070
MFL,Mahalaxmi Finance Limited,0.00,13.00,13.00,,2013-09-19 [Closed],,,2069/2070
UFIL,Unique Finance Limited,0.00,12.00,12.00,,2013-09-08 [Closed],2013-10-19,,2069/2070
UFL,United Finance Limited,0.00,12.5,12.5,,2013-11-01 [Closed],2013-11-23,,2069/2070
MDB,Miteri Development Bank Limited,20.00,5.00,25.00,,2013-10-03 [Closed],2013-10-26,,2069/2070
CDBL,City Development Bank Limited,21.38,1.12,22.5,,2013-10-04 [Closed],2013-12-01,,2069/2070
BGDBL,Bagmati Development Bank Limited,0.00,7.37,7.37,,2013-09-20 [Closed],2013-10-07,,2069/2070
TNBL,Tinau Development Bank Limited,12.00,0.63,12.63,,2013-11-22 [Closed],2014-01-13,,2069/2070
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,0.00,15.00,15.00,,2013-09-23 [Closed],2013-10-09,,2069/2070
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,12.00,14.32,26.32,,,2014-01-18,,2069/2070
SHINE,Shine Resunga Development Bank Limited,20.00,,20.00,,2013-10-17 [Closed],2013-12-25,,2069/2070
TBBL,Triveni Bikas Bank Limited,19.00,,19.00,,2013-11-14 [Closed],2013-12-14,,2069/2070
SBI,Nepal SBI Bank Limited,12.5,7.5,20.00,,2013-09-25 [Closed],2013-10-26,,2069/2070
EFL,Everest Finance Limited,15.00,,15.00,,2013-09-23 [Closed],2013-10-13,,2069/2070
OFL,Om Finance Limited,20.00,1.05,20.00,,2013-10-22 [Closed],2013-12-17,,2069/2070
CZBIL,Citizens Bank International Limited,0.00,15.00,15.00,,2013-09-20 [Closed],2013-10-21,,2069/2070
Civil-Capital,Civil Capital Market Limited,0.00,10.53,10.53,,,,,2069/2070
BOK,(Former) Bank of Kathmandu Limited,14.00,0.73,14.73,,2013-10-04 [Closed],2013-12-18,2014-01-02,2069/2070
NABIL,Nabil Bank Limited,25.00,40.00,65.00,,2013-12-09 [Closed],2013-12-28,,2069/2070
KBBL,Kailash Bikas Bank Limited,10.00,9.00,19.00,,2013-09-27 [Closed],2013-10-09,,2069/2070
SANIMA,Sanima Bank Limited,10.00,0.53,10.53,,2013-09-27 [Closed],2014-01-06,,2069/2070
EBL,Everest Bank Limited,10.00,50.53,60.53,,2013-09-18 [Closed],2013-10-09,,2069/2070
ICFC,ICFC Finance Limited,5.00,10.79,15.79,,2013-09-25 [Closed],2013-10-08,,2069/2070
CHCL,Chilime Hydro power Company Limited,30.00,10.00,40.00,,2013-09-13 [Closed],2013-10-08,,2069/2070
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,55.00,,55.00,,2013-12-13 [Closed],2014-02-10,2014-03-30,2069/2070
BSBL,Bishwa Bikas Bank Limited,18.00,0.95,18.95,,2013-11-08 [Closed],2014-01-28,,2069/2070
KAFIL,Kaski Finance Limited,0.00,13.00,13.00,,2013-10-23 [Closed],2013-11-10,,2069/2070
GBBL,Garima Bikas Bank Limited,20.00,5.00,25.00,,2013-09-19 [Closed],2013-10-30,,2069/2070
MNBBL,Muktinath Bikas Bank Limited,20.00,7.5,27.5,,2013-11-15 [Closed],2013-12-28,,2069/2070
BLDBL,Biratlaxmi Bikash Bank Limited,27.00,,27.00,,,,,2069/2070
CFCL,Central Finance Limited,10.00,,10.00,,2014-07-03 [Closed],,2015-02-02,2069/2070
FFCL,Fewa Finance Company Limited,10.00,11.05,21.05,,2013-12-23 [Closed],2014-01-08,,2069/2070
GDBL,Gandaki Bikas Bank Limited,0.00,14.00,14.00,,,2014-01-13,,2069/2070
JHBL,Jhimruk Bikas Bank Limited,3.75,4.00,7.75,,,2014-01-11,,2069/2070
SIFC,Shree Investment Finance Company Limited,10.00,10.4,20.4,,2013-11-18 [Closed],2013-12-09,,2069/2070
NEFL,Nepal Express Finance Limited,9.5,0.5,10.00,,2013-10-27 [Closed],2013-12-18,,2069/2070
SCB,Standard Chartered Bank Nepal Limited,10.00,40.00,50.00,,2013-10-30 [Closed],2013-12-09,,2069/2070
LICN,Life Insurance Corporation Nepal Limited,30.00,1.57,30.00,,2014-02-14 [Closed],2014-04-14,,2069/2070
RDBL,Rising Development Bank Limited,7.00,14.05,21.05,,2013-09-27 [Closed],2013-10-31,,2069/2070
RIBSL,Reliable Finance Limited,12.64,3.55,16.19,,,2013-11-27,,2069/2070
NLG,NLG Insurance Company Limited,10.00,11.05,21.05,,2014-01-24 [Closed],2014-02-17,,2069/2070
SETI,Seti Finance Limited,15.00,10.00,25.00,,2013-12-31 [Closed],2014-02-02,,2069/2070
GABL,Gaumukhee Bikas Bank Limited,4.00,,4.00,,2013-12-12 [Closed],2014-02-04,,2069/2070
NBSL,Namaste Bittiya Sanstha Limited,25.00,10.00,35.00,,,2014-01-20,,2069/2070
SBBLJ,Sahayogi Vikas Bank Limited,26.00,8.5,34.5,,2013-12-03 [Closed],2014-01-05,,2069/2070
KMBL,Kamana Bikas Bank Limited,15.00,6.00,21.00,,2013-12-04 [Closed],2013-12-19,,2069/2070
METRO,Metro Development Bank Limited,16.00,0.84,16.84,,2013-12-05 [Closed],2014-01-20,,2069/2070
NABB,Nepal Aawas Finance Limited,7.6,0.4,8.00,,2013-12-19 [Closed],2014-02-22,,2069/2070
NMBCAP,NMB Capital Limited,0.00,5.00,5.00,,,,,2069/2070
PCBL,Prime Commercial Bank Limited,10.00,5.00,15.00,,2013-12-27 [Closed],2014-02-03,,2069/2070
NABILINV,Nabil Investment Banking Limited,0.00,15.00,15.00,,,,,2069/2070
SLFL,Subha Laxmi Finance Company Limited,0.00,7.00,7.00,,,2013-12-18,,2069/2070
SINDU,Sindhu Bikas Bank Limited,0.00,4.5,4.5,,2013-12-16 [Closed],2014-01-04,,2069/2070
NMB,NMB Bank Limited,0.00,10.00,10.00,,2013-12-01 [Closed],2013-12-31,,2069/2070
SEWA,Sewa Bikas Bank Limited,12.00,0.63,12.62,,2013-10-29 [Closed],2013-12-28,,2069/2070
NBB,Nepal Bangladesh Bank Limited,10.00,7.89,17.89,,2014-06-29 [Closed],2014-07-28,,2069/2070
Reliance,Old Reliance Finance Limited,0.00,8.00,8.00,,,2013-12-31,,2069/2070
AXIS,Axis Development Bank Limited,0.00,7.37,7.37,,,2013-11-09,,2069/2070
CIVIC,Civic Development Bank Limited,0.00,9.00,9.00,,2013-11-21 [Closed],2013-12-18,,2069/2070
PURBL,Purnima Bikas Bank Limited,10.00,4.00,14.00,,,2013-12-02,,2069/2070
SHL,Soaltee Hotel Limited,40.00,12.632,52.632,,2013-11-17 [Closed],2013-12-29,,2069/2070
EDBL,Excel Development Bank Limited,50.00,2.64,52.64,,2013-12-31 [Closed],2014-02-12,,2069/2070
MBBL,Mahakali Bikas Bank Limited,18.94,,18.94,,2013-12-13 [Closed],2014-04-03,,2069/2070
GMFIL,Guheswori Merchant Banking & Finance Limited,15.00,2.00,17.00,,2013-12-12 [Closed],2014-01-19,2014-04-28,2069/2070
BBBLN,Bageshowori Dev.elopment  Bank Limited,32.12,,32.12,,2013-02-26 [Closed],,,2069/2070
LGIL,Lumbini General Insurance Limited,10.52,,10.52,,2014-03-27 [Closed],2014-04-19,,2069/2070
BBBL,Bhrikuti Vikash Bank Limited,20.00,,20.00,,2013-12-13 [Closed],2014-02-16,,2069/2070
TDBL,Tourism Development Bank Limited,0.00,11.00,11.00,,2013-12-18 [Closed],2014-01-06,,2069/2070
NIB,Nepal Investment Bank Limited,10.00,25.00,35.00,,2013-12-11 [Closed],2013-12-26,,2069/2070
GBIME,Global IME Bank Limited,15.00,,15.00,,2013-12-18 [Closed],2014-02-08,,2069/2070
RMDC,RMDC Laghubitta Bittiya Sanstha Limited,0.00,15.00,15.00,,2013-12-27 [Closed],2014-02-02,,2069/2070
JBNL,Janata Bank Nepal Limited,3.00,5.5211,8.5211,,2013-12-01 [Closed],2013-12-21,,2069/2070
CEDBL,Clean Energy Development Bank Limited,5.00,5.5,10.5,,2013-12-23 [Closed],2014-01-11,,2069/2070
NNFC,Narayani National Finance Company Limited,0.00,12.63,12.63,,2013-12-02 [Closed],2013-12-18,,2069/2070
PADBL,Pacific Development Bank Limitied,22.00,1.13,23.13,,2013-11-19 [Closed],2014-01-27,,2069/2070
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,20.00,11.58,30.00,,2013-12-23 [Closed],2014-01-08,,2069/2070
PRBBL,Prabhu Bikas Bank Limited,9.00,,9.00,,2013-12-27 [Closed],,,2069/2070
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,14.00,13.368,27.368,,2013-12-31 [Closed],2014-01-12,,2069/2070
ALDBL,Alpine Development Bank Limited,0.00,15.00,15.00,,2013-12-27 [Closed],2014-01-26,,2069/2070
GFCL,Goodwill Finance Company Limited,0.00,7.37,7.37,,2013-12-29 [Closed],2014-01-16,,2069/2070
KNBL,Kankai Bikas Bank Limited,0.00,8.00,8.00,,2013-12-04 [Closed],2013-12-25,,2069/2070
CBL,Civil Bank Limited,0.00,5.75,5.75,,2013-10-08 [Closed],2014-01-18,,2069/2070
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,33.23,15.00,48.00,,2013-12-08 [Closed],2014-02-06,,2069/2070
NCDBL,Nepal Consumer Development Bank Limited,5.00,10.79,15.79,,2013-09-02 [Closed],2013-12-25,,2069/2070
ARDBL,Araniko Development Bank Limited,5.00,10.00,15.00,,2013-12-31 [Closed],2014-01-20,,2069/2070
ZFL,Zenith Finance Limited,8.5,0.45,8.95,,2013-12-31 [Closed],2014-02-12,,2069/2070
MEGA,Mega Bank Nepal Limited,0.00,9.00,9.00,,2013-12-30 [Closed],2014-01-13,,2069/2070
ACEDBL,Ace Development Bank Limited,3.7,,3.7,,2013-12-31 [Closed],2014-01-28,,2069/2070
SBL,Siddhartha Bank Limited,12.00,10.11,22.11,,2014-01-02 [Closed],2014-02-02,,2069/2070
SUBBL,Subhechha Bikas Bank Limited,10.00,6.74,16.74,,2013-12-13 [Closed],2014-01-02,,2069/2070
MDBL,Malika Bikash Bank Limited,10.00,5.79,15.79,,2013-12-31 [Closed],2014-01-13,,2069/2070
LUBL,Lumbini Bank Limited,8.00,0.42,8.42,,2013-12-22 [Closed],2014-02-20,,2069/2070
KHDBL,Khandbari Development Bank Limited,8.00,,8.00,,,2014-02-03,,2069/2070
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,15.00,11.31,26.31,,2013-12-27 [Closed],2014-02-05,,2069/2070
INDB,Innovative Development Bank Limited,5.00,7.00,12.00,,2013-12-27 [Closed],2014-01-27,,2069/2070
NICA,NIC Asia Bank Limited,0.00,20.00,20.00,,2014-02-05 [Closed],2014-03-03,,2069/2070
PRABHU,Prabhu Capital Limited,0.00,9.47,9.47,,,,,2069/2070
NGBL,Nilgiri Bikas Bank Limited,0.00,14.00,14.00,,2013-12-27 [Closed],2014-01-15,,2069/2070
Elite,Elite Capital Limited,0.00,9.00,9.00,,,,,2069/2070
NEPSE,Nepal Stock Exchange Limited,50.00,,50.00,,,,,2069/2070
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,20.00,15.00,35.00,,2013-12-27 [Closed],2014-01-18,,2069/2070
BNL,Bottlers Nepal Limited (Balaju),0.00,60.00,60.00,,2013-11-26 [Closed],2013-12-28,,2069/2070
KADBL,Kanchan Development Bank Limited,10.00,5.78,15.78,,2013-12-27 [Closed],2014-01-21,,2069/2070
HBL,Himalayan Bank Limited,5.00,10.00,15.00,,2014-03-06 [Closed],2014-04-02,,2069/2070
SIGS1,Siddhartha Investment Growth Scheme-1,0.00,4.5,4.5,,2014-01-19 [Closed],2014-02-02,,2069/2070
